title,source,q1,q2,sep
Is there a limit on a team's spending in one transfer window?,Sports_37,Is there any limit that a (football) team can spend in one transfer window?,"For example, could a team buy Cristiano Ronaldo and Alvaro Morata in a single transfer window?",0
Are there statistics on whether finishing with a positive result has subsequent effect?,Sports_38,Got me wondering if there's any statistical evidence of that?,"Whether it's a basketball player finishing with good points, a golfer finishing with birdie(s), a batter finishing with a hit (or pitcher with a strikeout), whatever... is there any data to show what happens?",0
Are there statistics on whether finishing with a positive result has subsequent effect?,Sports_38,"Whether it's a basketball player finishing with good points, a golfer finishing with birdie(s), a batter finishing with a hit (or pitcher with a strikeout), whatever... is there any data to show what happens?","Seems like a lot of these sports clichéd beliefs end up being hard to quantify or blatantly disproven, but wonder if this one is any different?",212
Why do incoming batsmen always mark the off-stump line?,Sports_39,Why do incoming batsmen mark their line even if they come in lower down the order?,Shouldn't the line marked by the previous batsmen be enough?,0
Wording in MLB slide rule,Sports_40,"Does it, in rare cases, make another runner out in place of the batter-runner?","Does it concern, say, an offensive player sliding into third base who interferes with the fielder after being put out, with that fielder's subsequent throw going to second base to attempt to force out a runner going there?",42
Wording in MLB slide rule,Sports_40,"Does it concern, say, an offensive player sliding into third base who interferes with the fielder after being put out, with that fielder's subsequent throw going to second base to attempt to force out a runner going there?","Is the player running toward second base out, instead of the batter-runner, since this was ""the runner on whom the defense was attempting to make a play"" on?",0
Wording in MLB slide rule,Sports_40,"Is the player running toward second base out, instead of the batter-runner, since this was ""the runner on whom the defense was attempting to make a play"" on?","Am I in the right ballpark, so to speak?",143
Wording in MLB slide rule,Sports_40,"Am I in the right ballpark, so to speak?","But does that last sentence of the rule in some cases exempt the batter-runner from being automatically out, like in the case I presented above?",340
Wording in MLB slide rule,Sports_40,"But does that last sentence of the rule in some cases exempt the batter-runner from being automatically out, like in the case I presented above?",Or is the batter-runner always out?,0
Has a team ever refused to participate in the World Cup finals after qualification?,Sports_41,Has a national football team ever declined to participate in the World Cup finals after qualifying?,"If there has been such a case, what were their reasons for not taking part?",0
Can a basketball player refuse to be chosen in a particular team?,Sports_43,Is it possible that during the annual draft a basketball player do not accept the proposal from the team?,if during draft 2017 there are more teams that would like to choose Markelle Fultz but he would like to play only for Suns is it possible that he refuse any team to be free when Suns has its choose?,12
NBA Draft - Are there any restrictions on signing an undrafted player?,Sports_45,"If a played goes undrafted, are there any restrictions on where he can sign?",Can any team sign him without penalty?,0
NBA Draft - Are there any restrictions on signing an undrafted player?,Sports_45,Can any team sign him without penalty?,"Example scenario:     Lonzo Ball wants to sign with the Golden State Warriors But Golden State doesn't have any picks Before the draft Ball makes clear that he will not sign with other teams The General Managers each decide that they don't need the trouble, and nobody selects him   After the Draft, can Golden State sign him?",0
NBA Draft - Are there any restrictions on signing an undrafted player?,Sports_45,"Example scenario:     Lonzo Ball wants to sign with the Golden State Warriors But Golden State doesn't have any picks Before the draft Ball makes clear that he will not sign with other teams The General Managers each decide that they don't need the trouble, and nobody selects him   After the Draft, can Golden State sign him?",Are there any restrictions/penalties to prevent players or teams from doing this?,0
Do they use a specific organ to play baseball tunes live in the stadium?,Sports_46,What is the organ that is used to play baseball tunes live in the stadium called?,Is there a common brand or model that they prefer for that?,0
What is the scientific consensus of wearing ankle tapes and braces to prevent injuries in team sports?,Sports_47,What is the scientific consensus?,Do professional players wear ankle braces anyway?,0
Calculations of bat speed and pace of a delivery,Sports_48,I have two questions:   How is the bat speed of batsmen calculated?,(I believe it is from change in position of bat in each frame divided by time) Does the nature of the pitch affect the pace of a bowler?,0
Calculations of bat speed and pace of a delivery,Sports_48,(I believe it is from change in position of bat in each frame divided by time) Does the nature of the pitch affect the pace of a bowler?,"(I know that ball behaves differently on different pitches after hitting the deck)  Generally the pace is calculated as distance taken by the ball till pitching or hitting the bat divided by the time taken; as the speed is calculated before the ball pitches the ground, Will the nature of the pitch/ground/soil play any significant role in the pace of a delivery?",0
Learning ski jumping,Sports_49,Do you have to be good at downhill skiing to start ski jumping as an adult?,"If so, which aspects of it are important?",0
Learning ski jumping,Sports_49,"If so, which aspects of it are important?","Also, is it a sport where you can practice each day during a week-long vacation, or is it too intensive a sport on the body for that to be viable?",0
Achieving the optimal strike in squash: Is the wrist involved at all?,Sports_50,Am I doing something wrong?,Is it common practice to use the wrist in squash?,0
"In college sports, why is permission needed to recruit other coaches?",Sports_51,Is this based on some rule or is it more of a professional courtesy?,And under what conditions can permission be denied?,0
Why are 5 runs awarded if the ball hits the helmet?,Sports_52,Why are 5 runs awarded if the ball hits the helmet behind the wicket-keeper?,Is it mandatory to keep helmet in ground?,0
Why are 5 runs awarded if the ball hits the helmet?,Sports_52,Is it mandatory to keep helmet in ground?,"To avoid 5 extra runs, can fielding team  keep the helmet outside the ground?",0
How are the number of laps in an F1 race determined?,Sports_53,"Obviously the length of each lap varies from circuit to circuit, but how are the number of laps for each race decided?","Additionally, is this number chosen by the owners of the race track, or something decided by the FIA/ teams?",0
What does it take to earn the International Certificate of Competence?,Sports_54,What does it take to pass the ICC?,Must you be willing to sail through the Mediterranean or hold a skipper license?,0
Has the Olympic host nation ever been changed after it was announced,Sports_55,Has this ever happened before?,Are there contingency plans for such an event?,0
Can referees change their decision?,Sports_56,"Let's imagine an ideal situation:   A player scores a goal Before scoring, they deliberately handle the ball None of the referees notice the foul The referee validates the goal The scorer admits (before restarting game) to referee they committed a foul before scoring   My question is: what should the referee do in this case?","Should they care about what the scorer said, change their mind and so changing their decision?",0
Can referees change their decision?,Sports_56,"Should they care about what the scorer said, change their mind and so changing their decision?",Are there rules about this situation?,0
Can referees change their decision?,Sports_56,Are there rules about this situation?,So my question: would have made any difference if Buffon had seen and had explained to the referee the situation?,641
Can referees change their decision?,Sports_56,So my question: would have made any difference if Buffon had seen and had explained to the referee the situation?,"I mean, if someone tries to be honest/fair the referee wouldn't care at all?",0
What players have the highest vertical reach,Sports_57,What players currently playing in the NBA (2011-12) have the highest measured vertical reach?,And what players historically have had the highest vertical reach?,0
What players have the highest vertical reach,Sports_57,And what players historically have had the highest vertical reach?,"I find lots of rumours on the net, but is there a definitive source?",0
Are there any rules regarding the position of the Wicket Keeper?,Sports_58,My question is:  Are there any rules regarding the position of wicket keeper?,If yes what are they?,0
What are characteristics of shoes needed specifically for table tennis?,Sports_59,Are there any advantages of utilizing table tennis shoes over regular tennis shoes?,What are characteristics one would look for in shoes specifically for table tennis ?,0
"In the history of Formula 1, when has the fastest qualifier not started the race on pole?",Sports_60,"My question is, when was the last time that the fastest qualifier didn't start on pole, due to a penalty or some other situation?",When was the last time the pole-sitter didn't start the race on pole?,93
What do all the climber-specific terms and slang mean?,Sports_61,What do these and the rest even mean?,Could someone compile a list of these definitions?,0
What's the reasoning behind the Uncaught Third Strike Rule?,Sports_62,"6.09 The batter becomes a runner when -- (a) He hits a fair ball; (b) The third strike called by the umpire is not caught, providing (1)   first base is unoccupied, or (2) first base is occupied with two out;   -- Official MLB Rules   What is the reasoning behind this rule?","Why does it only happen if first base is unoccupied, and what's with that crazy extra exception of two outs?",0
What happens if a ball is lost in cricket?,Sports_64,What will happen if a ball in play is lost or cannot be recovered?,Does batting side keep any penalty for that?,0
What's the justification for this rarely-invoked NFL fumble rule?,Sports_65,Is that right?,"Does anyone know when it was added, and whether the league ever had an ""intentional fumbling"" problem?",0
What is the legal basis for fining players for out-of-game actions?,Sports_66,"How is it that sports leagues are able to fine players for things like expressing their displeasure with the league or its employees, or wearing the wrong clothes?",Is this something the unions agree to on collective bargaining?,179
What is the legal basis for fining players for out-of-game actions?,Sports_66,Is this something the unions agree to on collective bargaining?,Is there standard boiler-plate language in every contract?,0
How are points in the ATP/WTA ranking computed in case tournament final is delayed (and finished during the following week)?,Sports_68,Basically my question is:     How are the rankings calculated when some event has not been finished on Sunday?,"Will they be published as scheduled, or only after the event is finished?",0
How are points in the ATP/WTA ranking computed in case tournament final is delayed (and finished during the following week)?,Sports_68,"Will they be published as scheduled, or only after the event is finished?","Are the rules different for events of different levels (Grand Slams, Masters, ATP Tour, Challengers)1?",0
What is the longest an NFL team has gone without a WR TD catch?,Sports_69,Has an NFL team ever gone an entire season without a wide receiver catching a touchdown pass?,What is the longest streak of games an NFL team has gone without a wide receiver catching a touchdown pass?,0
What is the closest any team has come to playing a home Super Bowl?,Sports_70,"My question is, which team has come the closest?",Has any team ever gotten closer?,208
What other materials besides plastic can be used to produce PDGA discs?,Sports_71,Is there anything in writing from the PDGA that prohibits certain materials from being used in disc manufacturing?,"I understand that the PDGA tests each disc before approving them for tournament play, and each disc needs to pass tests regarding flexibility, but if a disc manufacturer could pass those tests with metal or wood, would they be PDGA approved?",35
"What is a ""football move"" in the NFL?",Sports_72,Is this term 'football move' defined anywhere in the rule book?,Are there explicit criteria to be applied?,0
Fielder tosses the ball after legitimate catch. What's the minimum time a fielder needs to hold the ball after the catch is taken?,Sports_73,Is there a min requirement of time for the fielder to keep it in his/her hands?,"Also, What happens if the ball reaches/crosses boundary on such random throw ups in the air?",0
Seattle Seahawks' Legion of Boom,Sports_74,What is the story behind this?,When and how did this name start to be used to describe the Seahawks' secondary?,0
Pitchers as MVP,Sports_76,Not very descriptive -- one outstanding player?,Are the members of the BBWAA contemplating about this and does such a change seem probable in the near future?,321
Why chasing team allowed to bat first in super over?,Sports_77,Why is it that the chasing team is allowed to bat first in super over?,Is there any specific reason or logic behind that rule?,0
Can I place fielders wherever I want?,Sports_78,Can I place more than 2 midoffs or 3-4 silly points in cricket?,I have seen no match with such fieldings?,0
Lateral Passes in the NFL,Sports_79,Why are lateral passes so rare in the NFL?,"For example in a 2v1, 2v2 setting when the ball carrier is about to be tackled, why not pass the football to another player who is wide open?",69
Lateral Passes in the NFL,Sports_79,"For example in a 2v1, 2v2 setting when the ball carrier is about to be tackled, why not pass the football to another player who is wide open?","Is the risk of a fumble that high, even in a 3-10 yard pass?",0
Lateral Passes in the NFL,Sports_79,"Is the risk of a fumble that high, even in a 3-10 yard pass?",Or is it the risk of losing yards?,0
Why is the cricket pitch made larger than 22 yards?,Sports_80,"Why is the pitch made larger than the playing area, which is 22 yards?",Why is this green strip made and what's its use?,131
Can i place slip in a wave like pattern?,Sports_81,Can i place slip in a wave like pattern?,Can i place first slip ahead of keeper towards batsman instead of behind the keeper?,0
Declining a delay-of-game penalty: what about an infinite loop?,Sports_82,Is this even possible (forget likelihood)?,"If so, how would the referees get the game moving again?",0
"On an onside kick, what happens when a return man signals fair catch and is obstructed from reaching the ball?",Sports_83,And the question:  Would this be legal under the rules?,Would the ref call some type of foul on either team?,0
"On an onside kick, what happens when a return man signals fair catch and is obstructed from reaching the ball?",Sports_83,Would the ref call some type of foul on either team?,Is the return man entitled to a clear path to the ball under this scenario?,0
"On an onside kick, what happens when a return man signals fair catch and is obstructed from reaching the ball?",Sports_83,Is the return man entitled to a clear path to the ball under this scenario?,So has the ball touched the ground and now the kick off receiver can't call a fair catch no matter where he is standing?,308
"On an onside kick, what happens when a return man signals fair catch and is obstructed from reaching the ball?",Sports_83,So has the ball touched the ground and now the kick off receiver can't call a fair catch no matter where he is standing?,And if that is the case; wouldn't be better for every team to drop kick the ball so they could run down and tackle the opposing return man?,0
Shuttle getting stuck to the net after crossing,Sports_84,Does the shuttle have to hit the ground before anyone wins the point?,Does it matter whether this happens during serve or mid rally?,76
Why are the Argentinian and Brazilian Leagues split in two parts?,Sports_85,They both have different names (Apertura and Claustura I think) and I was wondering what the reasoning behind this decision is?,Are they considered separate to each other or does your final position in one affect your starting position in the second league?,0
Are shoes mandatory while playing cricket?,Sports_86,Are shoes mandatory while playing cricket?,Any idea?,100
Are shoes mandatory while playing cricket?,Sports_86,Any idea?,Is there a rule regarding this in ICC or MCC laws?,160
Is it allowed to play a cricket match without positioning any fielder as a wicket keeper?,Sports_87,My question is can we remove a wicket keeper from his position leaving   his field blank(no one behind the stumps) and make him field at the   slip?,Is it required to have a wicket keeper behind the stumps every time?,0
Is it allowed to play a cricket match without positioning any fielder as a wicket keeper?,Sports_87,Is it required to have a wicket keeper behind the stumps every time?,Is there any rule?,0
Spin Clarification,Sports_88,"In comparing the bowling technique of Nathan Lyon and Graeme Swan, are both described as ""wrist"" spinners OR is Swan a ""finger"" spinner and Lyon a wrist spinner?",It seems to me that Lyon's delivery differs sufficiently from Swan's to suggest that he derives his turn (as Warn) from the the wrist?,0
Spin Clarification,Sports_88,It seems to me that Lyon's delivery differs sufficiently from Swan's to suggest that he derives his turn (as Warn) from the the wrist?,"If Lyon is a wrist spinner, does this mean that his off break is correctly termed as a ""wrongun""?",0
How do I calculate the run rate in cricket?,Sports_89,How do I calculate the run rate midway through an over?,"If say a team scores 223 runs in 43.5 overs, what would the run rate be?",0
Why not go for a field goal attempt instead of a punt in some situations?,Sports_90,What are the rules for if a field goal is not successful but the ball lands inside the field of play?,Then why don't teams use a field goal kicker to launch punts in that way?,0
Bowled after scoring a run,Sports_91,Is he out?,what happens to the run completed?,0
Is a ball live if it bounces off the field goal and back into the field of play on a kickoff?,Sports_92,Is the ball live?,Can the kicking team recover it?,0
What kite-surfing equipment should I start with?,Sports_93,"To start with, find below some of my characteristics/equipement:   15 years of age 1.92 m / 6.3 ft 65 kg / 150 pounds I'm in, what I consider to be, reasonable physical condition Pretty good with trainer kite (3 m / 9.8 ft without bar)   Does this suffice for a beginner?",What kind of equipment should I start with?,0
"If a batsman is bowled off a free hit, can he still score any runs?",Sports_94,Is it?,Am I right?,0
"If a batsman is bowled off a free hit, can he still score any runs?",Sports_94,Am I right?,Who will win?,0
"If a batsman is bowled off a free hit, can he still score any runs?",Sports_94,Who will win?,Bowling side?,0
"If a batsman is bowled off a free hit, can he still score any runs?",Sports_94,Bowling side?,Batting side?,0
"If a batsman is bowled off a free hit, can he still score any runs?",Sports_94,Batting side?,Or match tie?,0
Is it Okay to Swim all seven days a week?,Sports_95,"My question is, is it okay to swim all seven days like this or should there be a rest in-between to recover?",Will having a rest in-between improve my speed?,0
What's the correct rule to serve in Badminton?,Sports_96,Now I want to know      Is there any rule that says that I have to give minimum x amount of   time to release the shuttle entirely before serving?,Or what is the minimum interval time to serve after realising the shuttle?,0
Why do most coaches save key defensive resources till the end of the game?,Sports_97,Why is that?,time outs earlier in the game)?,234
What medicine ball exercises specifically help soccer players?,Sports_98,What specifically is built up using medicine balls for soccer?,What exercises can build up core strength for soccer?,0
Rule on Being fouled shooting at the wrong basket,Sports_99,Is it a 2-shot foul if they miss?,Or 3-shot if they are in 3-point range?,0
Rule on Being fouled shooting at the wrong basket,Sports_99,Or 3-shot if they are in 3-point range?,Does the basket count for the other team if they make it while being fouled?,0
Rule on Being fouled shooting at the wrong basket,Sports_99,Does the basket count for the other team if they make it while being fouled?,"Is it only one free throw if the shot at the wrong basket is made, like it is when you make a shot at your own basket?",0
Best steps for learning to ride fakie/ switch,Sports_100,Does anyone have advice on either:   How to ride normal after first learning to ride goofie?,Practice techniques for learning new stances on a board?,0
Foosball five-man wall bounce rule,Sports_101,"I remember them saying something like you can only bounce it off the wall twice, and on the second time you have to advance it?",What happens if you accidentally don't?,0
Foosball five-man wall bounce rule,Sports_101,What happens if you accidentally don't?,And what if the ball is stuck on the wall?,0
How much can heat/weather affect a table tennis table?,Sports_102,I've ordered a 18mm table (Joola Tour 1800) - in general will it be okay or might it suffer?,"If so, would this be a slow process over many years or happen on the first couple of hot days?",0
What if the ball hits somebody in the head in cricket?,Sports_104,"So how come there isn't anything between the stands and the sportsmen in cricket, a net or something similar?",Why doesn't it hit people?,74
What if the ball hits somebody in the head in cricket?,Sports_104,Why doesn't it hit people?,Why are the accidents so rare?,0
What if the ball hits somebody in the head in cricket?,Sports_104,Why are the accidents so rare?,Are people really just that aware of where the ball is at any given moment?,0
"Is Graeme Souness the one who played and managed in 5 countries, winning European Cup as a player and Scottish Premier DIvision as a manager?",Sports_105,Does he fit this description?,Is there anyone else who would fit it better?,0
Can a sumo wrestler touch the ground before his opponent in the act of forcing him to the ground?,Sports_106,Can a sumo wrestler touch the ground before his opponent in the act of forcing him to the ground?,"Would this be forcing himself into touching the ground, and thus allowable, or unallowable due to touching the ground in any way?",0
Is using a visor allowed in pop warner football?,Sports_107,"I play pop warner football, and I want to get an iridium visor, am I allowed to wear it?",I know that in some leagues tinted visors are not allowed but are what about in pop warner?,0
What's the UFC rules regarding steroid usage?,Sports_108,"What's the UFC rules regarding steroid usage, and when do fighters get tested?",Can the public access these records and what are the consequences of someone testing positive?,0
Cricket ball bounced over keeper and landed outside the boundary line!,Sports_109,Will this be given as 6 runs ?,Was there any incident like this in the history of cricket?,0
Why are the salaries of professional athletes so public?,Sports_110,Why are the salaries of professional athletes SOOOO public?,"Is this allowed in all careers, and we just don't care about most?",0
Why are the salaries of professional athletes so public?,Sports_110,"Is this allowed in all careers, and we just don't care about most?",Am I missing something?,230
Why are the salaries of professional athletes so public?,Sports_110,Am I missing something?,Does anyone know why this is and how it started?,457
Why are the salaries of professional athletes so public?,Sports_110,Does anyone know why this is and how it started?,)?,99
When/how did US professional wrestling transition from being competitive to being worked?,Sports_111,"When did it begin, and how did the promoters in the athletics organizations convince the wrestlers -- and each other -- to go along with the staged matches?","Did this transition happen all at once, or was there a long stretch of time where some titles were being contended legitimately, while others were entirely predetermined?",0
How to properly fall FORWARD while ice skating and prevent wrist fractures?,Sports_112,"However, what do you do when you're about to fall forward?",Is there a proper technique?,160
training and scoring of free throws in basketball,Sports_114,My questions: do basketball players actively train for their free throws?,How do they simulate the pressure on the player?,0
training and scoring of free throws in basketball,Sports_114,How do they simulate the pressure on the player?,What is the scoring percentage for free throws among the best teams?,0
Illegal Stick Rule In NHL,Sports_115,"When was the last time a team was penalized for it, due to its blade being curved too much?",Who were the teams?,0
What is the difference between trail running shoes and normal running shoes?,Sports_116,What is the difference between trail running shoes and normal running shoes?,Is the cushioning in trail running shoes more than that in normal running shoes?,94
Do offences that lead a to a penalty inside the penalty box always result in a red card?,Sports_117,"It got me thinking, are all fouls in the penalty box which lead to a penalty kick always penalised with a red card as well?","If not, what percentage of penalty kicks are awarded in conjunction with red cards, and for what offences?",0
What happens if a player loses a shoe during a football match?,Sports_118,Does he have to stop playing or he can continue to play assuming the risk of injury?,"Also, is it possible to score a goal with no shoe if he loses it just a few moments before?",0
