title,source,q1,q2,sep
What are the most effective ear training methods?,Music_10,Or is it a non natural way to train your ear?,"Some people say you should just sing or play a lot, but what if you can't hear that you're out of tune and keep practicing incorrectly?",71
What are the most effective ear training methods?,Music_10,"Some people say you should just sing or play a lot, but what if you can't hear that you're out of tune and keep practicing incorrectly?",Should you sing or play then with an electronic tuner to get some feedback or is this also a bad idea?,0
What are the most effective ear training methods?,Music_10,Should you sing or play then with an electronic tuner to get some feedback or is this also a bad idea?,"What is the correct approach based on studies, experience, own learning or teaching?",0
Modal approach to soloing over this piece?,Music_12,Is my approach for creating a melody over this harmony I have written theoretically correct?,"C# Phrygian  B Dorian A Ionian (or maybe A lydian because it's a Maj 7th chord)  Now of course I realize there are MANY MANY ways to approach this, but is this one way of doing it?",139
Modal approach to soloing over this piece?,Music_12,"C# Phrygian  B Dorian A Ionian (or maybe A lydian because it's a Maj 7th chord)  Now of course I realize there are MANY MANY ways to approach this, but is this one way of doing it?",One more question: For the sus4 chords could I play the Lydian Mode of the respective key?,0
Modal approach to soloing over this piece?,Music_12,One more question: For the sus4 chords could I play the Lydian Mode of the respective key?,Example: Bsus4 could I could play E Lydian to bring out the color of that E note?,0
Help with singing voice,Music_13,Am I more out of key than I think I am?,Is it a timbre issue?,0
Help with singing voice,Music_13,Is it a timbre issue?,Do any of you vocalists have good input on this kind of thing?,0
Help with singing voice,Music_13,Do any of you vocalists have good input on this kind of thing?,Anything that I should practice to get it better?,0
Can I manually enter a chord in GarageBand or Logic Pro?,Music_14,Can specific chords be manually entered in GarageBand?,"If GarageBand doesn't do it, does Logic Pro?",77
Are instruments in a symphony grouped by the composer and are chords localized there?,Music_15,How does the composer decide which chords grouped in which instruments will sound good?,Is it only of the composer's whims?,0
Are instruments in a symphony grouped by the composer and are chords localized there?,Music_15,Is it only of the composer's whims?,"Also, can the different chords get discordant?",0
How do you compose tuplets against straight notes?,Music_16,How would you go around composing something like this?,How would that affect a composition?,689
What is the tonic of a musical mode?,Music_18,"Is my tonic:  C, because Dorian mode is derived from the diatonic scale of C?","Or D, because my tonal center is in D?",0
What is the difference between 'martelé and 'détaché' bowing?,Music_19,Can someone give me a good characterization?,Do you produce them differently on a cello than on a violin or viola?,0
Jazz chords: left hand fingerings,Music_20,"I usually play it in this way:    Other chords in the first chart of the method look weird as well, so I got another method: Jody Fisher's ""Beginning Jazz Guitar"", but surprisingly there is no left fingers notations at all on chords charts ?",So:   Should I struggle with the weird fingerings suggested in the Mickey Backer's book until I find them natural ?,0
Jazz chords: left hand fingerings,Music_20,So:   Should I struggle with the weird fingerings suggested in the Mickey Backer's book until I find them natural ?,"Where can I find other ""valid"" chord fingerings (if any) ?",0
Jazz chords: left hand fingerings,Music_20,"Where can I find other ""valid"" chord fingerings (if any) ?","Why a (very) popular  method like the Jody Fisher's book, doesn't provide any left-hand chord fingerings advice ?",0
Jazz chords: left hand fingerings,Music_20,"Why a (very) popular  method like the Jody Fisher's book, doesn't provide any left-hand chord fingerings advice ?",What are your suggestions?,0
Getting the right balance of frequencies in mix,Music_21,What is that I am doing wrong?,"A thought, is my monitoring headphone (AKG K44) someway responsible?",0
Purpose of double-sharps and double-flats?,Music_22,"What is, then, the point of these notations?",Why don't you just write the equivalent note and avoid these accidentals?,0
How to interpret this chord notation?,Music_23,How do you interpret this couple of notations?,"In Bar 2, Fm / Ab, what does the slash do?",0
How to interpret this chord notation?,Music_23,"In Bar 2, Fm / Ab, what does the slash do?",Do I play either chord or both?,0
How to interpret this chord notation?,Music_23,Do I play either chord or both?,"In addition, in Bar 3, what does the /9 mean?",0
Clavinova CVP-107 Keyboard repair,Music_24,Is this a difficult repair?,Where would I get advice about repair?,0
Guitar: difference between Folk and Ragtime strumming,Music_25,My question is: what is the difference between the two styles?,Does he simply mean that instead of just repeating arpeggio patterns he plays a whole melody?,147
Key of a Song in Modes,Music_26,If I'm playing a song in Dorian D would I say that the song is in the key of C?,"Or is the song in the key of D, cause that my true tonic?",0
Key of a Song in Modes,Music_26,"Or is the song in the key of D, cause that my true tonic?","I guess the question can be boiled down to, is the tonic the same as the key?",0
Key of a Song in Modes,Music_26,"I guess the question can be boiled down to, is the tonic the same as the key?","So if Dorian D is in the Key of D, would I say, this song is in the Key of D in Dorian?",0
Key of a Song in Modes,Music_26,"So if Dorian D is in the Key of D, would I say, this song is in the Key of D in Dorian?","Or just, this song is in the Key of D(if I say this i suspect they will assume I'm saying major)?",0
What is the right age to start learning to play violin?,Music_27,Is that correct?,And what is the reason?,0
"What is texture, according to classical music theory?",Music_28,"So, what is texture for classical music theory?",What is texture in a classical music context?,0
How can I train my ear for music?,Music_30,Is it possible to train oneself to hear music better?,"If yes, how?",0
How do I find a flute teacher?,Music_31,What can I do to find a flute teacher?,Should I list that I need a flute teacher in the paper or something?,0
Software that transposes music?,Music_32,What is called to move it up or down according to the octave?,Is there software that can both transpose it and/or move it up an octave or two?,437
What are some useful and effective exercises for training absolute pitch?,Music_33,What specific techniques and exercises have you found to be most effective?,"Edit: Particularly, once one has gained an awareness of absolute pitch, what have you done to refine and hone your ability?",0
What are good tips for remaining composed during one's first public performance?,Music_34,How should first time performers who have never been on stage (or performed in front of unknown people) deal with this?,What are some good tips that seasoned performers use?,0
What are Guitar Scale Patterns?,Music_35,"I am trying to understand, what is a guitar scale pattern ?",What exactly is the purpose of a scale pattern ?,53
Should fingerboard tapes be used for beginner violinists ?,Music_36,Can they really cause problems?,Has this been studied in any kind of way?,0
Should fingerboard tapes be used for beginner violinists ?,Music_36,Has this been studied in any kind of way?,Has it been addressed by a respected author?,0
Should fingerboard tapes be used for beginner violinists ?,Music_36,Has it been addressed by a respected author?,Should they just be used because they make life easier?,0
Are there any games useful for ear training?,Music_37,Are there any games that are helpful as ear training exercises?,What would you recommend?,0
Finding relative keys of modes,Music_38,How does one go about finding the relative keys of modes?,"For example, determining the relative major of  F# Phrygian or determining the relative locrian of G Mixolydian?",0
F on soprano recorder doesn't sound right,Music_39,"Even with that fingering, could I be playing it incorrectly?",Is it something that people who have taken lessons get tripped up on?,0
Working with Secondary-Dominants,Music_40,"I suppose anything can be redundant if used too often, but, can someone give me some insight on using secondary dominants in a chord progression?",Are secondary dominant chords used only for modulation?,0
"In jazz, what is a guide tone?",Music_41,What is a guide tone?,How can it help improvisation?,0
Finding advanced chords for melody,Music_42,What do I need to study in order to find advanced chords for a melody?,Do I need to play more songs ?,0
Finding advanced chords for melody,Music_42,Do I need to play more songs ?,Do I need to study counterpoint ?,0
Time and Key Signatures,Music_43,Why is it deemed necessary to put the key signature at the beginning of each line?,"And in the same vein, why do we need a time signature at all, when it's fairly apparent what it will be in the first bar or two?",0
What to use to learn Piano and make beats?,Music_45,"I mean, is it possible to use these USB/MIDI Controller Keyboards without a Music Production Software like FL Studio?","I mean like turning on the PC, striking a key, and hearing a sound?",0
What to use to learn Piano and make beats?,Music_45,"I mean like turning on the PC, striking a key, and hearing a sound?",Or am I looking for the wrong hardware?,283
How would you train for Chopin's Étude no. 2 op. 10?,Music_46,Is there a hand position that can help?,"I have heard that Asians have a different hand morphology that can help them for that piece, is this true?",0
Reading music - Ballade No.1 in G minor opus 23,Music_47,How does one interpret the length of this note?,"Also, the length of the other notes with two stems?",0
Note bending on harmonica,Music_48,Do you have some tips on note bending on harmonica?,What are some good exercises for practicing note bending?,0
How to trigger electronic sounds on stage,Music_49,How is this achieved?,Is the guy with the computer just triggering it at the exact time?,0
How to trigger electronic sounds on stage,Music_49,Is the guy with the computer just triggering it at the exact time?,That seems really difficult to do... Or is it all part of one big track and everyone is just playing with a metronome?,0
Why use accidentals instead of a key signature?,Music_51,"Why not write it in D minor, and then natural the Bb?","Or start writing in D minor, and then change the key signature?",0
Are there any prominent examples of music based on random pitches in a pitch class set?,Music_52,Are there examples of musicians who have made music using pitch class sets like this?,"If so, what are some prominent ones?",0
tips for writing the drum notes to a song in a band,Music_53,So should I neglect all the effort that went in for the rest of the performers to write notes that fit into grounded musical theory and play what just sounds good and just stick to a rhythm that respects the song's timing only?,Or can I consider the 'notes' that the drums play as well?,0
tips for writing the drum notes to a song in a band,Music_53,Or can I consider the 'notes' that the drums play as well?,To what extent is this true?,108
tips for writing the drum notes to a song in a band,Music_53,To what extent is this true?,referring to the comment of neilfein below: what kind of strategies are there to approach these kinds of situations?,0
Is Dalcrose Eurhythmics appropriate for beginning performers?,Music_54,Are Dalcrose Eurhythmics concepts appropriate for newly beginning instrumentalists or do they rely on instrumental techniques that are only acquired later?,"If they are appropriate, what are some of the benefits that have been said to come from beginning Eurhythmics at an early stage?",0
Chord spelling help for piano arrangement,Music_55,"I know if I name the chord B it should be spelled as a B (not B Eb Gb), but with the Db key signature do the sharps make it confusing?","There's already so many flats in the this key would it drive a pianist crazy, or would it make sense because of the movement of the chords?",0
Chord spelling help for piano arrangement,Music_55,"There's already so many flats in the this key would it drive a pianist crazy, or would it make sense because of the movement of the chords?","Also, is it confusing having the B chord with a ""Db"" bass note?",89
Give me some advice for my live guitar setup please,Music_56,"The problem is, how do I set my monitor?",Will my amp be my monitor and use their monitor to listen to the rest of the band or should I only use their monitor and keep my amp away from me while playing live so that it doesn't sound louder than it actually is in the mix?,0
Do left handed violinists play in orchestras?,Music_57,But what happens if a left handed violinist wants to play in an orchestra?,Are there any regulations against it?,0
Valve/Tube Amplifiers vs. Virtual/Profiling Amplifiers,Music_58,Questions:  What are the Positives and Negatives of each?,Can virtual amplifiers replicate valve amplifiers enough so it is unnoticeable?,0
Would learning scales and notes on the guitar help me perform new solos or arpeggios quickly?,Music_59,My question is: how do I reach the point where I'm not practicing the guitar in a 'dumb' way where I'm spending 100s of hours learning just one solo and then another 100 practicing the next?,"For that, do I need to learn scales and notes?",78
Dominant Chord in minor key,Music_60,Is the leading note of the natural minor or the major for the dominant triad?,"So for E minor dominant triad is it (B,D#,F#) or (B,D,F#)?",0
Key analysis of piece with roots in A and later on G,Music_61,Am I correct in assuming that most probably it means the piece is actually in A minor?,"Later on I use a Ab and Eb to modulate the bass to G, am I again correct in assuming that section is probably in G minor, since G major doesn't feature B flat and E flat, but G minor does?",0
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,Here are the problems:   How do we get the best out of the Bechstein?,"How many speakers are needed, what kind and where to place them?",0
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,"How many speakers are needed, what kind and where to place them?",How do we best pick up the orchestra which will be playing from two stereo speakers on either side of the room?,93
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,How do we best pick up the orchestra which will be playing from two stereo speakers on either side of the room?,"For dialogue, will I need a separate lapel mike, or can the voice be picked up from one of the existing microphones?",0
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,"For dialogue, will I need a separate lapel mike, or can the voice be picked up from one of the existing microphones?",What would be the best semi-pro camcorder to buy (it would need to accommodate two XRL couplings)?,0
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,What would be the best semi-pro camcorder to buy (it would need to accommodate two XRL couplings)?,Where is the best place to get recording advice?,0
Home vidiorecording classical piano music with M-1 orchesta accompaniment at home,Music_62,Where is the best place to get recording advice?,Should I give up the idea of recording myself (which provides flexibility and ongoing use) and simply have it done professionally?,0
What is the benefit of soaking double reeds in water?,Music_63,Why would this be useful?,Why don't they do so?,117
"On a saxophone, what is the difference between an overtone and an altissimo ?",Music_64,Just very high notes?,Can you produce them on every kind of saxophone?,0
"On a saxophone, what is the difference between an overtone and an altissimo ?",Music_64,Can you produce them on every kind of saxophone?,Can you play a melody with them?,0
Playing an octave lower on the same key,Music_65,Would that affect the overall of the song?,Or is it even correct to do so?,0
"What chord is made of the following notes: F♯/G♭3, B3, D4, F4?",Music_66,What is this chord?,G dominant 7th add diminished 8th?,0
"What chord is made of the following notes: F♯/G♭3, B3, D4, F4?",Music_66,G dominant 7th add diminished 8th?,How do I spell the notes?,0
"What chord is made of the following notes: F♯/G♭3, B3, D4, F4?",Music_66,How do I spell the notes?,Does it matter whether or not the note G natural is there?,57
How does one change bow hair?,Music_67,What are the steps to follow to unmount the hair from a bow and install a new set ?,What kind of tools and products do you need beside a new set of bow hair ?,0
How does one change bow hair?,Music_67,What kind of tools and products do you need beside a new set of bow hair ?,How do you measure/adjust the length before mounting ?,0
Why does violin sound differently after playing on it for some time?,Music_68,Is this statement true?,"If so, how does it work?",0
Why does violin sound differently after playing on it for some time?,Music_68,"If so, how does it work?",Effect of vibrations on the wood?,241
Why does violin sound differently after playing on it for some time?,Music_68,Effect of vibrations on the wood?,"Is this a myth, and if not, what is the reason of the change?",0
Where in the guitar fretboard do you play the composition,Music_69,"I know it is all about practice, but is there a rule as to where middle c is in the guitar?","low e string, 8 fret?",0
Where in the guitar fretboard do you play the composition,Music_69,"low e string, 8 fret?",or A string 3 fret?,0
Fast Chord Identification,Music_70,How would someone go about identifying chords quickly and efficiently?,What is the most efficient way to teach myself good chord recognition techniques?,237
Is swung double tonguing feasible on a brass instrument?,Music_71,"Is it possible to swing double-tonguing on a brass instrument, so the 't' and 'k' notes are different lengths?",Is this because the technique is too hard?,245
Is swung double tonguing feasible on a brass instrument?,Music_71,Is this because the technique is too hard?,Or is it not a musically useful technique?,0
Is it normal for most people to play root or inverted chords?,Music_72,Is this normal?,Do most people play root chords?,0
What's the difference between Audio Monitors and Speakers?,Music_73,What's the difference between Audio Monitors and normal Speakers?,"While I have yet to go into a store to hear the sound (I'm sure it sounds amazing), is it ideal for music production?",111
How much do we know about how ancient Greek and Roman music sounded?,Music_74,Have we been able to reconstruct ancient instruments of these times?,Do we know if some melody we still play come from ancient greek or roman folklore?,0
How do I keep low notes clear (on flute) when I am playing piccolo a lot in band?,Music_75,How do I keep low notes clear (on flute) when I am playing piccolo a lot in band?,"Is there any way I can keep both the lower register on the flute and the high notes on piccolo clear and loud, or will time and practice alone solve this?",376
"Understanding the relationship between keys, scales, and chords",Music_77,What I am confused on is how does a key relate to a specific scale?,But the C natural minor scale has a Eb in it even though the C major key has no sharps or flats?,140
"Understanding the relationship between keys, scales, and chords",Music_77,But the C natural minor scale has a Eb in it even though the C major key has no sharps or flats?,Are a key and scale even related to one another?,0
How can I toughen up my fingertips?,Music_78,Is there anything I can do to permanently toughen up my fingers?,"If not, is there any other way to keep them tough besides playing regularly?",0
How can I toughen up my fingertips?,Music_78,"If not, is there any other way to keep them tough besides playing regularly?",Are there things I should avoid doing that can weaken or damage my calluses?,0
How can I toughen up my fingertips?,Music_78,Are there things I should avoid doing that can weaken or damage my calluses?,"I'm particularly interested in first-hand experience; if you propose a method, how did it help you and what was the timeframe of your results?",0
B-string on guitar more easily out of tune?,Music_79,I was wondering whether this could be true?,Is the B-string on a guitar more easily out of tune?,0
B-string on guitar more easily out of tune?,Music_79,Is the B-string on a guitar more easily out of tune?,Or maybe it's just my ear which is more sensitive in that range?,0
B-string on guitar more easily out of tune?,Music_79,Or maybe it's just my ear which is more sensitive in that range?,(Or maybe it's just confirmation bias?,0
Accents on Mazurka (Marieta by Francisco Tarrega),Music_80,I'm practicing on Marieta by Francisco Tarrega (Mazurka in a-moll)  My question is how should I accent the beats?,I mean on what tone?,0
Accents on Mazurka (Marieta by Francisco Tarrega),Music_80,I mean on what tone?,I mean it's not like waltzes (ONE two three) so how's it?,0
What should I practice before getting into the chords,Music_81,"Due to this, ""buff"" sounds happening while I play chords :-(  How can I overcome this ?",So my question is   What are the preliminary guitar practices that should be done before get into the chords ?,57
DAW Plugins with Multiple Instruments,Music_82,Is this a limitation of Ableton Live or BiasFX?,Or do I need to alter some settings?,0
What do you call the melodic pattern with 3 notes?,Music_83,Is there a name for this pattern?,"Also, is it always I III I V I III I V I III?",0
Liszt Campanella tricks or exercises,Music_84,"Do you have any exercise I could try to do, or any advice on how I could play it ?","Or should I stick to the old, well known ""play it slower hundreds of time and eventually you'll speed up"" ?",0
Bill Frisell's Blues Dream,Music_85,Is that an appropriate way to think about it?,Because that would make it not really a blues right?,0
Bill Frisell's Blues Dream,Music_85,Because that would make it not really a blues right?,Its not a common chord progression is it?,0
Major Seventh chord with root note as melody : why the dissonance?,Music_86,"But since the root note itself is played in the melody, what is the reason for the dissonance?",(of course there is a harsh dissonance when played so)  Are there any other such principles ?,0
Should I keep dBFS level on vocals relatively same?,Music_87,"While recording vocals, should I gain whispering so dBFS meter is on similar level as when I do a scream?","Like should it always sit, let's say about -15 dBFS, or is it fine when whispers are much quiter than screams in mix?",0
What's this instrument shown in 1-Nenokkadine?,Music_88,Is this a real musical instrument?,"If yes, then what is the name of it?",0
"What is ""listening for GCSE""?",Music_89,"Is this the same ""GCSE""?","What else could the playlist be referring to, or what does the music from Handel, Copland, and Reich have to do with the GCSE test?",0
Does this chord function as a 13 chord?,Music_90,"But since it has that extra Eb, does it mean it's a I13 chord, despite the fact it has no other notes from that extension?",Or is it just a normal I chord with some decoration?,0
Does this chord function as a 13 chord?,Music_90,Or is it just a normal I chord with some decoration?,Is this more likely?,41
"How to turn a ""tune"" into a ""symphonic melody""?",Music_91,Is my intuition right?,Is there a way to turn a tune in a symphonic melody?,0
"How to turn a ""tune"" into a ""symphonic melody""?",Music_91,Is there a way to turn a tune in a symphonic melody?,Am I missing something obvious in my inexperience?,0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,"Would it be possible that someone having a working knowledge in these matters (ideally, someone who has much experience being a referee in composition competitions) to give an overview, to a person having next to no technical knowledge in musical theory (but having much technical knowledge in another highly formalized field), and who is not afraid of unfamiliar technicalities (rather would appreciate very technical answers)      how, in modern composition competitions, the referees typically work?",Some more detailed questions:   Is there a usual 'routine' for the refereeing?,220
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,Some more detailed questions:   Is there a usual 'routine' for the refereeing?,What are the criteria for quick rejections of obviously unsuitable entries?,0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,What are the criteria for quick rejections of obviously unsuitable entries?,What comes after the very first stage?,0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,What comes after the very first stage?,A plagiarism check perhaps?,0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,A plagiarism check perhaps?,"If so, how is this done in music?",0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,"If so, how is this done in music?",Is there a clear distinction between 'formal correctness' and 'aesthetic evaluation'?,0
Is it possible to describe how referees in composition competitions (typically) work?,Music_92,Is there a clear distinction between 'formal correctness' and 'aesthetic evaluation'?,Is there a discussion of the 'plagiarism' and 'formal correctness' parts possibly being automated in the near future?,0
Can I daisy chain two mixers together to create more input channels (a sub mixer)?,Music_93,Is this feasible?,Are there potential pitfalls?,0
Can I daisy chain two mixers together to create more input channels (a sub mixer)?,Music_93,Are there potential pitfalls?,Will it cause any problems?,0
Can I daisy chain two mixers together to create more input channels (a sub mixer)?,Music_93,Will it cause any problems?,"And if it is feasible, should I use an instrument cable or speaker cable to connect the two mixers together?",0
Can I daisy chain two mixers together to create more input channels (a sub mixer)?,Music_93,"And if it is feasible, should I use an instrument cable or speaker cable to connect the two mixers together?","EDIT: Could I send the main signal out through the ""tape out"" RCA jacks of the sub mixer into the tape input (RCA) of the powered mixer and send the monitor output from the sub mixer into channel 7 or 8 on the main mixer to preserve the ability to control the monitor feed from the sub mixer?",0
Exact pitch of blues scale notes,Music_94,But where?,Is there any rationale for placing this note?,0
Exact pitch of blues scale notes,Music_94,Is there any rationale for placing this note?,Is it some ratio with regard the tonic?,0
Exact pitch of blues scale notes,Music_94,Is it some ratio with regard the tonic?,Is there a mathematical formula for placing the notes in the blues scale with respect to the tonic?,0
What does it mean to clap back the rhythm? (Grade 6 Piano Aural),Music_95,What does clap back the rhythm mean?,Is it a memorizing one or clapping the strong beat?,0
Picking up violin again,Music_96,"I was just wondering if people would recommend taking lessons again, or is it something that I will soon pick up again?",Also are there any violin music books that people would recommend?,0
How many notes are played (on a piano) at the same time at the maximum?,Music_97,"But my question is, how many devices will i actually need in order so play good songs on that piano?",What's the maximum amount of notes that have been used in a song by a piano at the same moment?,0
Is this a hidden consecutive fifth?,Music_98,"Can anyone shed a little light as to what might be going on here, or is my ear lying to me?","Here's my version of the example exercise taken from Chapter 1 of Fux's Counterpoint from which I ended up creating the aforesaid progression (my harmony on top, the cantus firmus below):    Restated: Is this a hidden consecutive fifth, and why or why not?",0
Note sounds off - Beginning-Intermediate Piano player,Music_99,Do I interpret the notes correctly?,Might it only sound off because I haven't managed to play the song with a good speed yet?,0
Note sounds off - Beginning-Intermediate Piano player,Music_99,Might it only sound off because I haven't managed to play the song with a good speed yet?,"Leonore  EDIT: I forgot to mention that the bass cleff has to sharps on the first one:  Is it still, as you replied, C natural?",146
Note sounds off - Beginning-Intermediate Piano player,Music_99,"Leonore  EDIT: I forgot to mention that the bass cleff has to sharps on the first one:  Is it still, as you replied, C natural?",Or ist it C sharp in this case?,0
Are there any resources to self-learn the bass guitar for those who already know theory?,Music_100,Do you know any resources or strategies that could help me through this?,"Are there any materials focused into actually playing the instrument and building a firm technical background, assuming that the student has theory covered a priori?",0
How should I write a SATB piece in Musescore with respect to its voice soundfont?,Music_101,How am I supposed to know whether the layers of lyrics will make sense with the harmony?,Or how the piece is influenced by the gender of voices?,0
How should I write a SATB piece in Musescore with respect to its voice soundfont?,Music_101,Or how the piece is influenced by the gender of voices?,Are those even pertinent questions?,0
How should I write a SATB piece in Musescore with respect to its voice soundfont?,Music_101,Are those even pertinent questions?,What am I missing in terms of composition by referring the soundfont?,0
How should I write a SATB piece in Musescore with respect to its voice soundfont?,Music_101,What am I missing in terms of composition by referring the soundfont?,Is it recommended that I regularly ask the choir to learn and recite their current parts to test playback?,0
How should I write a SATB piece in Musescore with respect to its voice soundfont?,Music_101,Is it recommended that I regularly ask the choir to learn and recite their current parts to test playback?,"If so, how regularly?",0
Separate MIDI Drumtrack to edit each part individually,Music_102,"Can I somehow split my full drum track into separate tracks by ""pitch"" of the notes, or do I need to separate them manually?","Maybe there's an option to use a VST on just one MIDI channel, so other components are not affected?",0
Separate MIDI Drumtrack to edit each part individually,Music_102,"Maybe there's an option to use a VST on just one MIDI channel, so other components are not affected?","I'd also like to know, if I separate my drum track and use the AD2-plugin on every single track, wouldn't that be too much to handle for my DAW?",0
How can you be sure your teacher-to-be is an accomplished musician?,Music_103,Is there any way to be sure of that without being seemingly rude and take the risk to impair your maybe useful future relationship ?,Is it rude to ask the teacher at your first course to play some Chopin or Paganini etudes (piano or violin teacher) ?,0
How can you be sure your teacher-to-be is an accomplished musician?,Music_103,Is it rude to ask the teacher at your first course to play some Chopin or Paganini etudes (piano or violin teacher) ?,"For my sake, I would like to get to professional level (Im an advanced amateur (Chopin sonata 3 mv4 on my board right now)), and I am a bit afraid of non capable individuals for my level (without being pejorative), hence my question: how do I know it makes the fit ?",76
How do you practice trills on piano?,Music_104,"So, what techniques, drills and excercises do you use for your trills on piano?","How do you change your position when playing trills as opposed to ""regular"" notes?",0
How do you practice trills on piano?,Music_104,"How do you change your position when playing trills as opposed to ""regular"" notes?","I guess arm weight doesn't help here, how to compensate?",0
How do you practice trills on piano?,Music_104,"I guess arm weight doesn't help here, how to compensate?",Is it a legit technique?,75
Do drum skins crack?,Music_105,I would like to know three things: Are the skins meant to crack?,Is it worth replacing?,0
Do drum skins crack?,Music_105,Is it worth replacing?,How much would it cost to replace?,0
How to interpret this ASCII tab?,Music_106,which strings to bar?,Why the name of strings are not as normal and what does that 3/2 means ?,0
Normalize a collection of WAVS in an homogenous way without loosing a bit of dynamic range,Music_107,What's the easiest way to normalize by RMS a collection of WAVs without loosing Dynamic Range?,Is there any software that calculates the averages and peaks of every song and normalizes between them considering compression?,0
What are the main drum elements used in beatmaking?,Music_108,What are the main types of drum samples used to create a hiphop beat?,I've narrowed it down to three:   Kick Snare Hihat   Are there any more?,0
What are the main drum elements used in beatmaking?,Music_108,I've narrowed it down to three:   Kick Snare Hihat   Are there any more?,Are there any other types I'm missing?,175
Sharps vs Flats - Formula to determine correct sharp and flat notes in a scale,Music_109,"here are the Minor pentatonic intervals  Interval: 1, b3, 4, 5, b7 Semi-notes: 3 - 2 - 2 - 3 - 2 Formula: Whole and a half, Whole, Whole, Whole and a half, Whole   Now i want to know how do i get the exact sharps and flats for the notes of this scale?","For example my output would be the following for Fm in the Minor pentatonic scale:     F, Ab, Bb, C, Eb, F   I understand that if a key is written as a flat or sharp is based on the half step transition, but that doesn't seem consistent in all scales, and i also don't know how to determine if a half step transition is half step higher or lower (to determine flat vs #)  For example here is the F-Mixolydian scale:      F, G, A, Bb, C, D, Eb, F   Why is Bb not written as A#?",0
