title,source,q1,q2,sep
Can a drastic change in a stars cycle cause harm or affect a nearby star system?,Astronomy_17,"If Alpha Centauri A our neighboring star happens to shift into a Red Giant or a Planetary Nebula, Will our star system be affected?",And if so is there a ripple effect throughout the galaxy causing a disturbance or activating a nearby star to shift into a new cycle?,0
What are the differences between a Black Hole and a Supermassive Black Hole,Astronomy_19,"From what I understand, the mass of a black hole should be nearly infinite, how much more massive can something get?",Is the name to be literally interpreted such that a Supermassive Black Hole just has more mass?,0
What are the differences between a Black Hole and a Supermassive Black Hole,Astronomy_19,Is the name to be literally interpreted such that a Supermassive Black Hole just has more mass?,"Or rather, is a Supermassive Black Hole just a regular Black Hole with nearly infinite mass that is larger in diameter?",0
What are the differences between a Black Hole and a Supermassive Black Hole,Astronomy_19,"Or rather, is a Supermassive Black Hole just a regular Black Hole with nearly infinite mass that is larger in diameter?","If the difference is in fact a change in diameter, how are the changes in size with the retention of the immense mass reflected in the Supermassive Black Hole's gravitational field?",0
Navigation using moon phases,Astronomy_20,How to navigate with possible maximal precision using moon phases?,"However, in the other phases, are there tables or mnemotechnical methods allowing to determine the north based on moon shape, assuming the time is known?",287
Navigation using moon phases,Astronomy_20,"However, in the other phases, are there tables or mnemotechnical methods allowing to determine the north based on moon shape, assuming the time is known?",Are they different depending on geographical height?,0
Navigation using moon phases,Astronomy_20,Are they different depending on geographical height?,"Is it possible to estimate both north and the time of the night, when only the geographical height is known?",0
highspeed black holes or neutron stars on (almost) head-on collision course and kinetic energy,Astronomy_21,"If their event horizons don't ""touch"" I'd assume their courses will change considerably but it would be a normal flyby - right ?","But what happens if their event horizons ""touch"", if their event horizons ""overlap"" just a few meters ?",0
highspeed black holes or neutron stars on (almost) head-on collision course and kinetic energy,Astronomy_21,"But what happens if their event horizons ""touch"", if their event horizons ""overlap"" just a few meters ?",Where does all the kinetic energy go ?,165
highspeed black holes or neutron stars on (almost) head-on collision course and kinetic energy,Astronomy_21,Where does all the kinetic energy go ?,"Would the two black holes extremely deform, like creating a long string before they collapse into spherical form?",0
highspeed black holes or neutron stars on (almost) head-on collision course and kinetic energy,Astronomy_21,"Would the two black holes extremely deform, like creating a long string before they collapse into spherical form?",Would the neutron star be ripped apart when it scrapes the black hole on high-speed flyby ?,75
A question about using both the Simbad and the Gaia archive,Astronomy_22,Maybe there's a third database that links the two?,Maybe I'm missing something obvious?,0
Why can we observe the Cosmic Microwave Background no matter the direction we look?,Astronomy_23,"If that statement is true, can someone elaborate what ""everywhere in the universe, in every direction"" means ?","If not, why can we observe it in every direction ?",0
Is the colour of a wave from a far galaxy the same for us as for a galaxy which lies between?,Astronomy_24,But is the speed of the far galaxy from a view of the further galaxy higher than from our view?,So is the conclusion right that the colour of the same wave is more red for us on earth than from the further galaxy?,212
What is the accepted theory as to why Uranus' axis is tilted so severely?,Astronomy_25,Does the planet-impact theory still hold true or have new accepted theories come to light?,"Most of all, are there any results from any simulations available?",0
What is driving the expansion of the Universe?,Astronomy_26, Is it just the momentum from the Big Bang?,"If yes, how can it account for the acceleration of the expansion?",0
What is driving the expansion of the Universe?,Astronomy_26,"If yes, how can it account for the acceleration of the expansion?",Why isn't the collective gravitational force slowing it down?,0
What is driving the expansion of the Universe?,Astronomy_26,Why isn't the collective gravitational force slowing it down?,What part does dark energy play in the expansion?,0
"Determination of orbital elements for Trans-Neptunian Objects, how?",Astronomy_27,How are orbits calculated for Trans-Neptunian Objects?,My question is: how do 2-D observations get fit with a reasonable degree of accuracy to a 6-D parameter space with the additional complication of Earth's motion relative to the object?,580
"What aliphatic compounds were found on Ceres, and how where they identified?",Astronomy_28,What was found?,Is it some spectroscopic feature?,0
"What aliphatic compounds were found on Ceres, and how where they identified?",Astronomy_28,Is it some spectroscopic feature?,"Is there a spectral feature that says ""I am not aromatic"" specifically, or does this just mean that aromaticity was not detected?",59
Relocation to Mars,Astronomy_29,My question is how much time has this gotten us before we can't live on Mars any longer because the Sun is dying ?,The next step I guess will be to relocate to another Solar System ?,0
What causes a star to become a pulsar?,Astronomy_30,What processes does a star undergo to become a pulsar?,"Does it take a very specific star with a certain set of qualities such as ""Just the right mass, diameter, and composition,"" or is it a freak accident that certain stars live out their remaining life as a pulsar?",0
L4&L5 positions?,Astronomy_31,"Still, how can I calculate that distance with accuracy?",How can I know that that distance is inside the equipotential surface?,0
How hot can a planet be?,Astronomy_32,"Given that some exoplanets, particular ""Hot Jupiters"", orbit very closely to their parent star, how hot can these planets become?",What is the hottest exoplanet discovered so far?,0
How often do they move most/all of ALMA's dishes?,Astronomy_33,Question: How often does it happen?,How often do they move most of ALMA's dishes to change resolution?,0
Multiple aerobraking,Astronomy_34,What happend?,I am curious - why this is not used in reality?,542
Multiple aerobraking,Astronomy_34,I am curious - why this is not used in reality?,"I am thinking that probably real materials do not take lightly ""burn and freeze"" multiple times...?",33
Circular orbits,Astronomy_35,So... what would happen if Earth did have a circular orbit?,"Why is it impossible for any planet (or moon, by the way) to orbit another body in a perfectly circular path?",0
Bright lines in a continuum spectrum,Astronomy_36,But are there bright lines too?,"By the stimulated emission process, the light can also be amplified, right?",0
How many stars can stay close to each other without collapsing?,Astronomy_37,Is it possible for two stars to exist close to each other?,But what about more?,170
How many stars can stay close to each other without collapsing?,Astronomy_37,But what about more?,How many stars can be the center of exactly one solar system without collapsing because of gravity?,0
How does the Event Horizon Telescope implement the interferometry?,Astronomy_38,My question is How does the Event Horizon Telescope implement the interferometry?,Is the massive amounts of data sent as IP packets over the internet to a central correlator (numerical interferometer)?,259
Do all the objects in the universe exert force on all other objects?,Astronomy_39,Do all the objects in the universe exert force on all other objects?,"Like a type of gravity; also, how much does it decrease as it gets farther away?",0
Discovery of Near Earth Objects (NEO's),Astronomy_40,"I think it is as simple as there are just more ""smaller"" objects left over from the formation of the solar system?","Am I correct in saying this, or are there deeper astronomical processes at play here?",0
Do the orbits of planets change sometimes?,Astronomy_41,Do planets sometimes wobble and get off their paths?,What if an asteroid were to hit it?,0
What uncertainty does an error bar signify in astronomy?,Astronomy_42,What should one assume that those error bars represent?,1 standard deviation?,0
What uncertainty does an error bar signify in astronomy?,Astronomy_42,1 standard deviation?,Or 2?,0
What uncertainty does an error bar signify in astronomy?,Astronomy_42,Or 2?,Or some specific significance level like 95% or 99%?,0
What uncertainty does an error bar signify in astronomy?,Astronomy_42,Or some specific significance level like 95% or 99%?,"Is there a generally understood convention for this, or does it vary depending on topic?",0
What uncertainty does an error bar signify in astronomy?,Astronomy_42,"Is there a generally understood convention for this, or does it vary depending on topic?","And how are the cases treated, where exact observations reveal a variation in the actual population?",114
What uncertainty does an error bar signify in astronomy?,Astronomy_42,"And how are the cases treated, where exact observations reveal a variation in the actual population?","Are there other bars to illustrate that range of true values, as opposed to the variation due to observational uncertainty?",49
"If nothing travels at the speed of light, except light, how can a black hole also pull light into itself?",Astronomy_43,Is it because it has super massive gravity and energy?,Or is it some sort of an anti-light component in it because it used to be a star?,0
What are the Gamma rays and Cosmic rays effects on humans and equipments?,Astronomy_44,"First of all not to consider me a conspiracy theorist, but isn't landing on the moon a questionable issue?",1- How would the Gamma rays and cosmic rays affect the equipments on the lunar surface and would these equipments function normally like on earth?,89
What are the Gamma rays and Cosmic rays effects on humans and equipments?,Astronomy_44,1- How would the Gamma rays and cosmic rays affect the equipments on the lunar surface and would these equipments function normally like on earth?,2-Could the enormous amounts of solar energy bursts be avoided somehow for protecting human flesh?,0
What are the Gamma rays and Cosmic rays effects on humans and equipments?,Astronomy_44,2-Could the enormous amounts of solar energy bursts be avoided somehow for protecting human flesh?,3-How is it possible for an FM or any kind of data transmission type be achieved in an environment that has nothing but an empty space?,0
What are the Gamma rays and Cosmic rays effects on humans and equipments?,Astronomy_44,3-How is it possible for an FM or any kind of data transmission type be achieved in an environment that has nothing but an empty space?,How would the electromagnetic waves travel and enter the earth's atmosphere to be captured by the receivers?,0
What are the Gamma rays and Cosmic rays effects on humans and equipments?,Astronomy_44,How would the electromagnetic waves travel and enter the earth's atmosphere to be captured by the receivers?,4-What is the bright lunar surface real temperature and is there a way to equip an astronaut to protect him from the over-heat?,0
The black hole binary that was detected by advanced LIGO - how do such hypergiant binaries form?,Astronomy_45,Has there ever been any observation of a hypergiant (class 0 or Ia star) binary system in the optical or other EM radiation?,"If a black hole binary formed from a binary of population 3 stars with masses over 600 solar mass, how long would one expect that they would remain in orbit around one another before they merge?",92
Will an observer falling into a black hole be able to witness any future events in the universe outside the black hole?,Astronomy_46,"I know someone or something sucked into a black hole could not survive, but is the bending of light so immense that an observer falling into a black hole will be able to witness any future events in the universe?",That would definitely be cool :D I have a feeling this won't work though... so could you explain in detail why?,0
Explanation of the isochoric and isobaric instability conditions of interstellar medium gas clouds,Astronomy_47,"The question Why are there no ISM clouds with temperatures between 100 and 6,000K?",Is it possible to provide an approximate explanation of these two instability conditions in words that would not presuppose the reader has substantial depth in statistical physics?,1012
Explanation of the isochoric and isobaric instability conditions of interstellar medium gas clouds,Astronomy_47,Is it possible to provide an approximate explanation of these two instability conditions in words that would not presuppose the reader has substantial depth in statistical physics?,Is there something like a gravitational effect (triggered by density) or a phase change or chemical reaction that 'triggers' this instability?,334
What is Gravitational Lensing?,Astronomy_48,What is the effect known as gravitational lensing?,How does it work?,0
What is Gravitational Lensing?,Astronomy_48,How does it work?,What objects would be able to cause this effect?,0
What would be the sizes of the bodies created from Jupiter's trojans?,Astronomy_50,"If all trojans from the Greek camp and all the trojans of the Trojan camp were combined into two bodies respectively, what sizes and masses these bodies would have?",Would they qualify as dwarf planets?,0
What would be the sizes of the bodies created from Jupiter's trojans?,Astronomy_50,Would they qualify as dwarf planets?,Would they be greater than Ceres?,0
What is the upper and lower limit of temperatures found on stars?,Astronomy_51,What are the most extreme temperatures (both hot and cold) stars have been detected  at?,Is there an upper and lower limit for the detected temperature of stars?,0
Is Planet Nine shepherding the Kuiper Belt?,Astronomy_52,Is it possible Planet Nine is shepherding the Kuiper Belt similar to the way Jupiter shepherds the asteroid belt?,"I understand that very little is actually known about Planet Nine at this point, but has it been postulated that it has control over the Kuiper Belt?",0
Is Planet Nine shepherding the Kuiper Belt?,Astronomy_52,"I understand that very little is actually known about Planet Nine at this point, but has it been postulated that it has control over the Kuiper Belt?","So, I am wondering if part of that theory includes the Kuiper belt as a whole?",254
"Why is the detection of gravitational waves such a ""Big"" deal?",Astronomy_53,Is that why it's such a big deal?,Does this mean the theory is now on pace to become the  law of general relativity?,0
How can maser emission be unpolarized?,Astronomy_54,but how is this possible?,Does not the 1665 MHz line and 1667 MHz line correspond to a particular transition and dipole moment?,0
How can maser emission be unpolarized?,Astronomy_54,Does not the 1665 MHz line and 1667 MHz line correspond to a particular transition and dipole moment?,Won't emitted photons naturally have a polarization?,0
How can maser emission be unpolarized?,Astronomy_54,Won't emitted photons naturally have a polarization?,But why is unpolarized emission expected from extragalactic masers (arising near AGN) and not galactic ones (arising in circumstellar and interstellar environments)?,252
what is gravitational force?,Astronomy_55,Gravitational force is particle or wave?,I know that gravitation depend of the mass and the rotation speed but what is the transmission medium of this wave the same like transmission medium of the light ?,0
What kinds of technologies are required to directly image exoplanets,Astronomy_56,"I am wondering, what are the obstacles that prevent current telescopes from achieving this; how will these obstacles be overcome exactly by the new telescopes such as the EELT; and tentativley when can we expect these kinds of telescopes to come online?","Also, is it theoretically possible to build a telescope (earth or space based) that can discern fine structures such as clouds, or surface features of exoplanets (or is this in fact the level of detail that will be achieved by telescopes such as the EELT)?",0
What happened just before the Big bang?,Astronomy_57,Does the CMB contain any clues to what caused the Big Bang?,Does a mathematical model theorize it?,0
"How does ALMA produce stable, mutually coherent ~THz local oscillators for all of their dishes?",Astronomy_58,"Question: How does ALMA produce stable, mutually coherent ~THz local oscillators for all of their dishes?",As suggested in this partial answer to the question How does the Event Horizon Telescope implement the interferometry?,0
"Since the Universe is expanding, is it accurate to say that a galaxy is 5 billion light years away?",Astronomy_59,Isn't it better to say that the light from the galaxy took 5 billion light years to reach us and it is a very old picture of it?,"However, if light travelled back to the galaxy at the constant speed and an observer was stationed to record it wouldn't it take longer to reach because of the expansion of the Universe?",0
"Since the Universe is expanding, is it accurate to say that a galaxy is 5 billion light years away?",Astronomy_59,"However, if light travelled back to the galaxy at the constant speed and an observer was stationed to record it wouldn't it take longer to reach because of the expansion of the Universe?",How do current day theories tackle these issues?,209
What astronomical observations would give conclusive proof of alien life?,Astronomy_60,1) Have I missed any other astronomy-related approaches to answering this question?,"2) Short of radio contact from an ET civilization, or a visit by aliens, or the discovery of life/past-life in our solar system, what would give conclusive evidence of alien life in the galaxy?",0
What astronomical observations would give conclusive proof of alien life?,Astronomy_60,"2) Short of radio contact from an ET civilization, or a visit by aliens, or the discovery of life/past-life in our solar system, what would give conclusive evidence of alien life in the galaxy?","What kinds of observations of an exoplanets could enable us to say with ceartainty ""there is life on this planet""?",366
Deep space radiation distribution,Astronomy_61,Can it be expressed by some form of Plancks/Bose-Einsteins/Fermi-Diracs laws or a mix of all of them?,What would be the mean frequency/wawelength?,0
Deep space radiation distribution,Astronomy_61,What would be the mean frequency/wawelength?,"Would the mysterious ""dark energy"" be a major contributor to the distribution?",0
How does an accreting black hole acquire magnetic fields?,Astronomy_62,"In Kip Thorne's book Black Holes and Time Warps: Einstein's Outrageous Legacy, there is a paragraph in Chapter 9, describing how the central black hole of a quasar (or radio galaxy) acquires a magnetic field through accretion:     Where do these magnetic field lines come from?","So, my questions are:  (1) Do today's astronomers still believe that disk accretion is the main process by which supermassive black holes acquire a magnetic field?",996
How does an accreting black hole acquire magnetic fields?,Astronomy_62,"So, my questions are:  (1) Do today's astronomers still believe that disk accretion is the main process by which supermassive black holes acquire a magnetic field?","(2) If the answer to (1) is ""yes"", then how can I build the picture (if there is such a picture) that Thorne is trying to convey in his paragraph?",0
How does an accreting black hole acquire magnetic fields?,Astronomy_62,"(2) If the answer to (1) is ""yes"", then how can I build the picture (if there is such a picture) that Thorne is trying to convey in his paragraph?",(3) Is there any research paper that addresses this problem to some detail?,0
Quantum Mechanics after the detection of Gravitational Waves,Astronomy_63,"Of course everyone knows by now of the detection of Gravitational waves  But, since General Relativity and Quantum Mechanics don't get along, can we say now that this detection proves that Quantum Mechanics doesn't actually apply and that General Relativity did prevail?",Another question: how can we identify the ripple's origin (let's say whether it's a result of the big bang or another big event)?,0
Is their any clue where gravitons come from?,Astronomy_65,"Some theories hypothesis that gravitons are responsible for that, but do they have any clue where they come from?",Or is it possible that fe gravitons are also coming from quarks?,208
"Travelling, flashing Star?",Astronomy_66,Is it one of satellites in orbit?,"If so, is it normal for it to be equipped with flashing light/ strobe?",0
How can we learn the inclination of the orbiting plane of the exoplanets using radial speed method?,Astronomy_67,"If we know a planet star of mess [tex] is orbiting a star by interpreting the  radial speed of the central mass, how can we tell wether this is a even more massive object whose orbiting plane has a larger inclination?","Further more, even if we know the angle of our sight and the axis of orbit, can we determine the direction of orbit?",0
Heat from other Stars,Astronomy_68,Does the Earth receive any heat at all from the millions of other Stars in our Galaxy ?,Is it light that is bringing the heat and perhaps it cools down on the long journey in Space getting to the Earth and that's why no significant amount of heat is getting here ?,0
Can black holes collide with the Sun? In that case what will happen?,Astronomy_69,Can a black hole collide with the Sun?,What will happen in that case?,0
Can black holes collide with the Sun? In that case what will happen?,Astronomy_69,What will happen in that case?,Will the Sun survive?,0
On what scale does the universe expand?,Astronomy_70,"If the galaxies are moving apart, are the solar systems within them also moving apart from one another (&amp; the planets within them), if they are, won't the Sun be moving away from the Earth?",Does the expansion of the universe occur at all scales or just large (inter-galactic) scales?,0
What is length of the universe on lights perspective,Astronomy_71,"When the traveller is light itself, does it see the travel path contracted to zero?","In another word, does light see length of the whole universe is zero?",0
What is length of the universe on lights perspective,Astronomy_71,"In another word, does light see length of the whole universe is zero?",How?,0
What would the night sky look like if Earth orbited an intergalactic star?,Astronomy_72,If the Earth and its host star were located exactly in-between the Milky Way and Andromeda would the night sky be completely void of light?,Would stars be visible to the unaided eye?,0
What would the night sky look like if Earth orbited an intergalactic star?,Astronomy_72,Would stars be visible to the unaided eye?,So there could be a civilization that exists in which the night is completely void of light?,0
Why is it strange that outer stars in a galaxy are travelling with the same speed as inner while the total mass is also increasing?,Astronomy_73,"But what I wonder is, whether the fact that just the outer stars are attracted to more mass, because there is more mass of stars that are within the orbits of the outer stars, explains the equality?",Or is it that this extra influence is considered to be too little to explain the equality?,111
"If space was n>3 dimensional, would clouds of particles still turn into 2D disks due to gravity?",Astronomy_74,Would they still result in an almost 2D shape if our space was n dimensional with [tex] and the laws of physics were the same (adapted for that [tex])?,Or would it be an (approximately) [tex] dimensional shape?,0
What is the unit used for star brightness due to skyglow?,Astronomy_75,What is the name and unit of the quantity in which star brightness due to skyglow is measured?,How can it be measured from RAW image files of stars?,0
What proportion of planetary systems have been found with 'Hot Jupiters',Astronomy_76,What proportion of star systems have Hot Jupiters within their systems?,Is it a case that Hot-Jupiter-less systems such as our own are unusual?,0
Distance of a planet to the star?,Astronomy_77,How many AU from the star is the planet?,The earth's distance to the star?,71
Distance of a planet to the star?,Astronomy_77,The earth's distance to the star?,or the sun's distance to the star?,0
"What qualifies as a good place for stargazing, i.e. with least light pollution?",Astronomy_80,Does altitude of a place matter for light pollution?,Does it affect the quality of star gazing?,0
Will Sirius B start accreting from A and become a supernova type Ia?,Astronomy_81,"As it evolves and expands, will the A star start shedding matter to the white dwarf, and when will this start happening?","Will the Sun be at a safe distance when/if it does happen, or is Sirius our doom?",0
How hot must a star get before it is considered to be a star?,Astronomy_82,How hot must a star get before it actually becomes a star?,Why does it need to get so hot?,0
Relationship between absolute magnitude of a star and its luminosity?,Astronomy_83, Why does this relationship involves the absolute magnitude of the sun and its luminosity?,How to derive an expression relating the absolute magnitude of a star to its luminosity?,0
Relationship between absolute magnitude of a star and its luminosity?,Astronomy_83,How to derive an expression relating the absolute magnitude of a star to its luminosity?,"So according to the magnitude equation, [tex]  [tex]  and Luminosity is [tex]  [tex]  Plugging eq2 to eq1 would have seem reasonable, but how is absolute magnitude of the sun and its luminosity used?",0
Why is Neptune true anomaly decreasing?,Astronomy_84,"So I though: perhaps that's the effect of Titan, right?","Can somebody explain, please?",137
Why is Neptune true anomaly decreasing?,Astronomy_84,"Can somebody explain, please?",How is something like that even possible?,0
Do parallel universes exist?,Astronomy_85,Do other universes like ours exist?,"If they exist, how do we know that they exist when we have even not seen the ends of our own universe?",0
Solar Eclipses for dummies: Step 1 - moon equatorial orbit around a planet without axial tilt,Astronomy_86,"always over Africa, so Q1: Is there a simple formula to predict which areas would be in the path of totality?","But in my study example, Q2: the period of totality should always be the same, right?",76
Solar Eclipses for dummies: Step 1 - moon equatorial orbit around a planet without axial tilt,Astronomy_86,"But in my study example, Q2: the period of totality should always be the same, right?",Because the crossing path of moon and sun is always the same (while in real life the Moon can overlap the Sun at different angles and going in different directions) Q3: How can I calculate this period of time?,0
Solar Eclipses for dummies: Step 1 - moon equatorial orbit around a planet without axial tilt,Astronomy_86,Because the crossing path of moon and sun is always the same (while in real life the Moon can overlap the Sun at different angles and going in different directions) Q3: How can I calculate this period of time?,What about the latitudes for whom the solar eclipse would only be seen as partial?,0
Solar Eclipses for dummies: Step 1 - moon equatorial orbit around a planet without axial tilt,Astronomy_86,What about the latitudes for whom the solar eclipse would only be seen as partial?,"for each km, another degree is visible?",143
Transit Depth Color Versus Transmission Spectroscopy,Astronomy_87,The question is: is this practical?,"Specifically, with a 1 to 2 meter class space telescope that simultaneously images in 2 to 8 filters?",0
Does earth's Umbra reach Sun-Earth L2?,Astronomy_88,How's that for anything at the L2 point?,Will it be lit by Sun's corona or will it bask in deep shadow of Earth?,0
Does earth's Umbra reach Sun-Earth L2?,Astronomy_88,Will it be lit by Sun's corona or will it bask in deep shadow of Earth?,"Bonus question: if Umbra does reach there, how large a body could remain fully shaded at L2?",0
Does earth's Umbra reach Sun-Earth L2?,Astronomy_88,"Bonus question: if Umbra does reach there, how large a body could remain fully shaded at L2?",What's the Umbra's radius there?,0
Is there a name for this type of orbit of a natural satellite?,Astronomy_89,"Is there a name for the orbit of a natural satellite of a planet who's period is the same as the rotational period of the planet, but the orbital motion has the opposite sense than the planet's rotation?","If there isn't an existing term or name, how would it at least be described, technically?",0
Is there a name for this type of orbit of a natural satellite?,Astronomy_89,"If there isn't an existing term or name, how would it at least be described, technically?",How much does the tidal effect affect satellites in a retrograde orbit?,0
Can a moon have a moon?,Astronomy_91,Is it possible for a natural moon to have a natural moon?,What is the limit to when satellites on satellites becomes to unnatural for it to be possible?,0
Is the Earth Really Spinning? (honest question),Astronomy_92,"Compare these photos:  1) Time Lapse of Sun  2) Time Lapse of Stars  3) Time Lapse of Moon  If the Earth's spin is the primary reason for ""movement"" of things (farther than clouds in the sky), then why do the sun and moon move through the sky in a similar fashion that is totally different from the sky-path of the stars?","That would make sense at the poles, but not in Texas!?",367
Adiabatic versus convection,Astronomy_94,Does this mean that in these regions there is convection happening?,Is adiabatic just a general synonym for convection?,0
Precessing of the Earth,Astronomy_95,Does this result in a wobbling while the value of the tilt varies about these two limits?,"If so, how does it affect the mechanics of the Earth's movement (its rotation and revolution about the Sun)?",0
How the magnetic field and the rotation of the planets and the sun inside our planetry system are related,Astronomy_96,Coming from this question Are there collected data about the direction of rotation of black holes and the direction of the magnetic field?,I want to know: How the magnetic field and the rotation of the planets and the sun inside our planetary system are related?,0
"What might a CN filter be in the context of comet watching? Is it showing dust, or gas, or something else?",Astronomy_97,What exactly is a CN filter?,What wavelengths does it pass?,0
"What might a CN filter be in the context of comet watching? Is it showing dust, or gas, or something else?",Astronomy_97,What wavelengths does it pass?,Where can I read more about it?,0
"What might a CN filter be in the context of comet watching? Is it showing dust, or gas, or something else?",Astronomy_97,Where can I read more about it?,Why is it showing a spiral shape of stuff being emitted from comet 46P?,0
"What might a CN filter be in the context of comet watching? Is it showing dust, or gas, or something else?",Astronomy_97,Why is it showing a spiral shape of stuff being emitted from comet 46P?,"Is this comet dust, gas, something else?",0
How close can planets form to one another?,Astronomy_98,What principles guide the formation of planets and the distances between them?,Are there laws governing this that are well established?,0
How close can planets form to one another?,Astronomy_98,Are there laws governing this that are well established?,How close have we observed two planets form?,0
Why do Earth and moon move apart but binary black holes move closer?,Astronomy_99,According to the accepted answer on Is the moon moving further away from Earth and closer to the Sun?,Why do the bodies move apart in the Earth-moon case but closer together in the black hole case?,278
Why do Earth and moon move apart but binary black holes move closer?,Astronomy_99,Why do the bodies move apart in the Earth-moon case but closer together in the black hole case?,"If both opposing phenomena are present but a different one is stronger in the two cases, what determines the fate of a system?",0
Total number density of galaxies and problematic expression in practise,Astronomy_100,"1) Concerning this distribution to use, do you advise me to use a distribution as a function of magnitude, mass or a distribution as function of luminosity (like Schechter) ?",2) I have seen on web the HMF (Halo Mass function) but it seems to be about the dark matter halos : can we count one dark matter halo per galaxy ?,0
Total number density of galaxies and problematic expression in practise,Astronomy_100,2) I have seen on web the HMF (Halo Mass function) but it seems to be about the dark matter halos : can we count one dark matter halo per galaxy ?,3) But the problem is here is that a dark matter halo is more massive than the galaxy hosted in this halo : how can we deal with this ?,0
Total number density of galaxies and problematic expression in practise,Astronomy_100,3) But the problem is here is that a dark matter halo is more massive than the galaxy hosted in this halo : how can we deal with this ?,4) What are the issues when we want to estimate density of galaxies ?,140
Total number density of galaxies and problematic expression in practise,Astronomy_100,4) What are the issues when we want to estimate density of galaxies ?,"In practise, what are the major problems when we want to estimate this density ?",306
Total number density of galaxies and problematic expression in practise,Astronomy_100,"In practise, what are the major problems when we want to estimate this density ?","For the moment, I am faced to know at which scale I can compute a mean density : have I got to take into account this scale since it seems to have a dependance between density and volume considered, doesn't it ?",111
Total number density of galaxies and problematic expression in practise,Astronomy_100,"For the moment, I am faced to know at which scale I can compute a mean density : have I got to take into account this scale since it seems to have a dependance between density and volume considered, doesn't it ?",Is there a general formula to express this dependance ?,0
How long does it typically take to make a telescope yourself for the first time?,Astronomy_101,How difficult is it to make a telescope oneself?,How much time would it take for a first-timer?,0
How long does it typically take to make a telescope yourself for the first time?,Astronomy_101,How much time would it take for a first-timer?,What are the typical pitfalls?,0
